timestamp,inference_time,end_to_end_time
2025-03-26T20:59:48.191247,192.1679973602295,683.0823421478271
2025-03-26T20:59:48.291423,39.18337821960449,42.43969917297363
2025-03-26T20:59:48.391612,31.31890296936035,33.670902252197266
2025-03-26T20:59:48.491844,31.011343002319336,33.50996971130371
2025-03-26T20:59:48.592104,34.02066230773926,37.638187408447266
2025-03-26T20:59:48.692286,35.752058029174805,38.034915924072266
2025-03-26T20:59:48.792463,30.51447868347168,32.594919204711914
2025-03-26T20:59:48.892690,33.07366371154785,35.48383712768555
2025-03-26T20:59:48.992927,35.62045097351074,38.72323036193848
2025-03-26T20:59:49.093136,31.949996948242188,34.116506576538086
2025-03-26T20:59:49.193253,33.4317684173584,35.61758995056152
2025-03-26T20:59:49.293435,31.88347816467285,34.14654731750488
2025-03-26T20:59:49.393629,31.88037872314453,34.72709655761719
2025-03-26T20:59:49.493849,30.460119247436523,32.59086608886719
2025-03-26T20:59:49.594076,38.639068603515625,42.09566116333008
2025-03-26T20:59:49.694283,36.702632904052734,40.33660888671875
2025-03-26T20:59:49.794469,30.825138092041016,34.07120704650879
2025-03-26T20:59:49.894663,29.825925827026367,32.30786323547363
2025-03-26T20:59:49.994826,27.792930603027344,30.72214126586914
2025-03-26T20:59:50.095064,36.81635856628418,39.48569297790527
2025-03-26T20:59:50.195263,32.473087310791016,34.39784049987793
2025-03-26T20:59:50.295461,38.170576095581055,41.51177406311035
2025-03-26T20:59:50.395692,40.21763801574707,44.55685615539551
2025-03-26T20:59:50.495949,33.959150314331055,36.58747673034668
2025-03-26T20:59:50.596167,34.42192077636719,37.06836700439453
2025-03-26T20:59:50.696274,34.35325622558594,36.70382499694824
2025-03-26T20:59:50.796479,28.809070587158203,30.503511428833008
2025-03-26T20:59:50.896731,40.44032096862793,43.92886161804199
2025-03-26T20:59:50.996907,30.725955963134766,33.11562538146973
2025-03-26T20:59:51.097107,34.37972068786621,37.703514099121094
2025-03-26T20:59:51.197279,37.63151168823242,41.0308837890625
2025-03-26T20:59:51.297488,34.032344818115234,37.14776039123535
2025-03-26T20:59:51.397705,34.46650505065918,37.97030448913574
2025-03-26T20:59:51.497974,36.07916831970215,39.298295974731445
2025-03-26T20:59:51.598256,28.711795806884766,29.95133399963379
2025-03-26T20:59:51.698487,36.00168228149414,39.515018463134766
2025-03-26T20:59:51.798674,33.385276794433594,36.6363525390625
2025-03-26T20:59:51.898846,27.930021286010742,28.888702392578125
2025-03-26T20:59:51.999111,28.2440185546875,29.46925163269043
2025-03-26T20:59:52.099332,30.27939796447754,32.360076904296875
2025-03-26T20:59:52.199571,31.82673454284668,34.670114517211914
2025-03-26T20:59:52.299811,34.82413291931152,36.92936897277832
2025-03-26T20:59:52.400054,31.115055084228516,33.92386436462402
2025-03-26T20:59:52.500329,29.959917068481445,31.59642219543457
2025-03-26T20:59:52.600637,28.107643127441406,29.974699020385742
2025-03-26T20:59:52.700854,39.76559638977051,41.74065589904785
2025-03-26T20:59:52.801092,34.60550308227539,38.09237480163574
2025-03-26T20:59:52.901293,36.29326820373535,39.73650932312012
2025-03-26T20:59:53.001514,34.44051742553711,38.110971450805664
2025-03-26T20:59:53.101751,35.39443016052246,39.18719291687012
2025-03-26T20:59:53.202274,40.5881404876709,44.84057426452637
2025-03-26T20:59:53.302526,34.052133560180664,37.51683235168457
2025-03-26T20:59:53.402940,36.12160682678223,39.60895538330078
2025-03-26T20:59:53.503232,41.990041732788086,45.97163200378418
2025-03-26T20:59:53.603402,28.05495262145996,29.435157775878906
2025-03-26T20:59:53.703573,29.643535614013672,31.177997589111328
2025-03-26T20:59:53.803777,30.191659927368164,32.33599662780762
2025-03-26T20:59:53.903970,28.3050537109375,30.660390853881836
2025-03-26T20:59:54.004122,28.034687042236328,29.252052307128906
2025-03-26T20:59:54.104343,28.14459800720215,29.298782348632812
2025-03-26T20:59:54.204514,28.88941764831543,30.308961868286133
2025-03-26T20:59:54.304701,28.839826583862305,30.37738800048828
2025-03-26T20:59:54.404881,28.616905212402344,30.26556968688965
2025-03-26T20:59:54.505062,28.62238883972168,29.91485595703125
2025-03-26T20:59:54.605249,28.935670852661133,30.289411544799805
2025-03-26T20:59:54.705408,29.27088737487793,32.20176696777344
2025-03-26T20:59:54.805641,29.113054275512695,30.997037887573242
2025-03-26T20:59:54.905851,29.767990112304688,31.57210350036621
2025-03-26T20:59:55.006046,29.237031936645508,30.97057342529297
2025-03-26T20:59:55.106218,29.695510864257812,31.430482864379883
2025-03-26T20:59:55.206396,32.38391876220703,34.096479415893555
2025-03-26T20:59:55.306611,29.099464416503906,30.98297119140625
2025-03-26T20:59:55.406811,29.74843978881836,32.73367881774902
2025-03-26T20:59:55.507023,31.04567527770996,33.76507759094238
2025-03-26T20:59:55.607190,34.676551818847656,36.29159927368164
2025-03-26T20:59:55.707275,28.76114845275879,29.902219772338867
