metric,value
sample_count,100.0
inference_mean,38.08704614639282
inference_median,38.5817289352417
inference_std,15.841113857300213
inference_min,27.965784072875977
inference_max,184.0367317199707
inference_95p,46.75651788711547
e2e_mean,49.40413045883179
e2e_median,45.82987117767334
e2e_std,64.17529710204613
e2e_min,32.04319763183594
e2e_max,681.0717372894287
e2e_95p,53.675809383392334
