metric,value
sample_count,100.0
inference_mean,34.296889305114746
inference_median,31.88192844390869
inference_std,16.397007212848457
inference_min,27.792930603027344
inference_max,192.1679973602295
inference_95p,39.788198471069336
e2e_mean,41.75426483154297
e2e_median,34.15882587432861
e2e_std,64.94633039246999
e2e_min,28.888702392578125
e2e_max,683.0823421478271
e2e_95p,43.15763711929321
