metric,value
sample_count,100.0
inference_mean,29.331951141357422
inference_median,28.177499771118164
inference_std,3.457508291368863
inference_min,26.67093276977539
inference_max,40.250301361083984
inference_95p,38.411617279052734
e2e_mean,177.65729665756226
e2e_median,183.638334274292
e2e_std,34.37613419861181
e2e_min,106.85181617736816
e2e_max,242.4914836883545
e2e_95p,210.94710826873774
