timestamp,inference_time,end_to_end_time
2025-03-28T18:44:38.703778,38.411617279052734,148.59795570373535
2025-03-28T18:44:38.803903,38.411617279052734,148.59795570373535
2025-03-28T18:44:38.904604,38.411617279052734,148.59795570373535
2025-03-28T18:44:39.004753,35.29620170593262,193.0687427520752
2025-03-28T18:44:39.104884,35.29620170593262,193.0687427520752
2025-03-28T18:44:39.204984,35.29620170593262,193.0687427520752
2025-03-28T18:44:39.305108,33.80322456359863,191.2705898284912
2025-03-28T18:44:39.405225,33.80322456359863,191.2705898284912
2025-03-28T18:44:39.505337,33.80322456359863,191.2705898284912
2025-03-28T18:44:39.605468,40.250301361083984,197.75748252868652
2025-03-28T18:44:39.705668,40.250301361083984,197.75748252868652
2025-03-28T18:44:39.805797,40.250301361083984,197.75748252868652
2025-03-28T18:44:39.906030,28.61309051513672,183.87198448181152
2025-03-28T18:44:40.006126,28.61309051513672,183.87198448181152
2025-03-28T18:44:40.106228,27.481794357299805,132.15374946594238
2025-03-28T18:44:40.206354,27.481794357299805,132.15374946594238
2025-03-28T18:44:40.307080,27.481794357299805,132.15374946594238
2025-03-28T18:44:40.407197,33.85210037231445,191.79177284240723
2025-03-28T18:44:40.507331,33.85210037231445,191.79177284240723
2025-03-28T18:44:40.607434,33.85210037231445,191.79177284240723
2025-03-28T18:44:40.707630,28.445720672607422,208.91857147216797
2025-03-28T18:44:40.807790,28.445720672607422,208.91857147216797
2025-03-28T18:44:40.907893,28.445720672607422,208.91857147216797
2025-03-28T18:44:41.007996,28.906583786010742,209.7322940826416
2025-03-28T18:44:41.108106,28.906583786010742,209.7322940826416
2025-03-28T18:44:41.208220,28.906583786010742,209.7322940826416
2025-03-28T18:44:41.308429,27.8470516204834,233.58464241027832
2025-03-28T18:44:41.408555,27.8470516204834,233.58464241027832
2025-03-28T18:44:41.508747,27.8470516204834,233.58464241027832
2025-03-28T18:44:41.608862,28.177499771118164,183.40468406677246
2025-03-28T18:44:41.709054,28.177499771118164,183.40468406677246
2025-03-28T18:44:41.809182,28.177499771118164,183.40468406677246
2025-03-28T18:44:41.909303,26.932239532470703,207.41724967956543
2025-03-28T18:44:42.009413,26.932239532470703,207.41724967956543
2025-03-28T18:44:42.109524,26.932239532470703,207.41724967956543
2025-03-28T18:44:42.209633,27.698040008544922,208.02998542785645
2025-03-28T18:44:42.309745,27.698040008544922,208.02998542785645
2025-03-28T18:44:42.409859,26.74078941345215,106.85181617736816
2025-03-28T18:44:42.509959,26.74078941345215,106.85181617736816
2025-03-28T18:44:42.610079,26.74078941345215,106.85181617736816
2025-03-28T18:44:42.710370,28.151988983154297,133.2383155822754
2025-03-28T18:44:42.810965,28.151988983154297,133.2383155822754
2025-03-28T18:44:42.911071,26.844501495361328,157.1657657623291
2025-03-28T18:44:43.011183,26.844501495361328,157.1657657623291
2025-03-28T18:44:43.111282,26.844501495361328,157.1657657623291
2025-03-28T18:44:43.211390,27.29940414428711,207.4563503265381
2025-03-28T18:44:43.311507,27.29940414428711,207.4563503265381
2025-03-28T18:44:43.411607,27.29940414428711,207.4563503265381
2025-03-28T18:44:43.511821,28.90920639038086,209.09953117370605
2025-03-28T18:44:43.611925,28.90920639038086,209.09953117370605
2025-03-28T18:44:43.712079,28.90920639038086,209.09953117370605
2025-03-28T18:44:43.814852,28.90920639038086,209.09953117370605
2025-03-28T18:44:43.914998,29.44660186767578,209.7480297088623
2025-03-28T18:44:44.015126,29.44660186767578,209.7480297088623
2025-03-28T18:44:44.115249,27.157306671142578,132.07578659057617
2025-03-28T18:44:44.215349,27.157306671142578,132.07578659057617
2025-03-28T18:44:44.315471,27.157306671142578,132.07578659057617
2025-03-28T18:44:44.415594,28.24711799621582,183.1512451171875
